mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
61	61	0	0	3/4	1	1	vi64	Ab	I		vi64		vi		64				m	0	0	4, 3, 0		3	4
61	61	1/2	1/2	3/4	1	1	vi65	Ab	I		vi65		vi		65				mm7	0	0	0, 4, 1, 3		3	0
62	62	0	0	3/4	1	1	iii	Ab	I		iii		iii						m	0	0	4, 1, 5		4	4
63	63	0	0	3/4	1	1	V7(94)/vi	Ab	I		V7(94)/vi		V		7	94	vi		Mm7	0	0	4, 3, 5, 2	-1	4	4
64	64	0	0	3/4	1	1	V/vi	Ab	I		V/vi		V				vi		M	0	0	4, 8, 5		4	4
65	65	0	0	3/4	1	1	IM7	Ab	I		IM7		I	M	7				MM7	0	0	0, 4, 1, 5		0	0
65	65	1/8	1/8	3/4	1	1	ii	Ab	I		ii		ii						m	0	0	2, -1, 3		2	2
65	65	1/4	1/4	3/4	1	1	vi6	Ab	I		vi6		vi		6				m	0	0	0, 4, 3		3	0
65	65	1/2	1/2	3/4	1	1	V7(4)/vi	Ab	I		V7(4)/vi		V		7	4	vi		Mm7	0	0	4, 3, 5, 2		4	4
66	66	0	0	3/4	1	1	iii	Ab	I		iii		iii						m	0	0	4, 1, 5		4	4
67	67	0	0	3/4	1	1	vi7	Ab	I		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
67	67	1/8	1/8	3/4	1	1	viio	Ab	I		viio		vii	o					o	0	0	5, 2, -1		5	5
67	67	1/4	1/4	3/4	1	1	IV6	Ab	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
67	67	1/2	1/2	3/4	1	1	vi64	Ab	I		vi64		vi		64				m	0	0	4, 3, 0		3	4
68	68	0	0	3/4	1	1	V/vi	Ab	I		V/vi		V				vi		M	0	0	4, 8, 5		4	4
68	68	1/8	1/8	3/4	1	1	#viio43/vi	Ab	I		#viio43/vi		#vii	o	43		vi		o7	0	0	2, -1, 8, 5		8	2
68	68	1/4	1/4	3/4	1	1	viio43	Ab	I		viio43		vii	o	43				o7	0	0	-1, -4, 5, 2		5	-1
68	68	1/2	1/2	3/4	1	1	iii	Ab	I		iii		iii						m	0	0	4, 1, 5		4	4
68	68	5/8	5/8	3/4	1	1	V43	Ab	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
69	69	0	0	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
69	69	1/2	1/2	3/4	1	1	vi6	Ab	I		vi6		vi		6				m	0	0	0, 4, 3		3	0
70	70	0	0	3/4	1	1	I6	Ab	I		I6		I		6				M	0	0	4, 1, 0		0	4
70	70	1/4	1/4	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
70	70	1/2	1/2	3/4	1	1	V65/IV	Ab	I		V65/IV		V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
71	71	0	0	3/4	1	1	IV	Ab	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
71	71	5/8	5/8	3/4	1	1	IV6	Ab	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
72	72	0	0	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
72	72	1/8	1/8	3/4	1	1	#viio7/iii	Ab	I		#viio7/iii		#vii	o	7		iii		o7	0	0	9, 6, 3, 0		9	9
72	72	1/4	1/4	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
73	73	1/2	1/2	3/4	1	1	vi6	Ab	I		vi6		vi		6				m	0	0	0, 4, 3		3	0
74	74	0	0	3/4	1	1	I6	Ab	I		I6		I		6				M	0	0	4, 1, 0		0	4
74	74	1/4	1/4	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
74	74	1/2	1/2	3/4	1	1	vi7	Ab	I		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
75	75	0	0	3/4	1	1	V7/V	Ab	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
75	75	1/4	1/4	3/4	1	1	vii6	Ab	I		vii6		vii		6				m	0	0	2, 6, 5		5	2
75	75	5/8	5/8	3/4	1	1	V7/V	Ab	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
76	76	0	0	3/4	1	1	V7(#4#2)	Ab	I		V7(#4#2)		V		7	#4#2			Mm7	0	0	1, 10, 7, -1		1	1
76	76	1/4	1/4	3/4	1	1	V7	Ab	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
76	76	1/2	1/2	3/4	1	1	ii64	Ab	I		ii64		ii		64				m	0	0	3, 2, -1		2	3
77	77	0	0	3/4	1	1	I(94)	Ab	I		I(94)		I			94			M	0	0	0, -1, 1	2	0	0
77	77	1/4	1/4	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
78	78	1/2	1/2	3/4	1	1	V7/IV	Ab	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
79	79	0	0	3/4	1	1	IV	Ab	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
80	80	0	0	3/4	1	1	I(#42)	Ab	I		I(#42)		I			#42			M	0	0	2, 4, 6		0	2
80	80	1/4	1/4	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
81	81	0	0	3/4	1	1	V7/IV	Ab	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
81	81	1/2	1/2	3/4	1	1	V65/IV	Ab	I		V65/IV		V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
82	82	0	0	3/4	1	1	IV	Ab	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
82	82	1/8	1/8	3/4	1	1	#viio7(+4)/ii	Ab	I		#viio7(+4)/ii		#vii	o	7	+4	ii		o7	0	0	7, 4, 1, -2	-1	7	7
82	82	1/4	1/4	3/4	1	1	ii6	Ab	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
82	82	1/2	1/2	3/4	1	1	V65/V	Ab	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
83	83	0	0	3/4	1	1	V	Ab	I		V		V						M	0	0	1, 5, 2		1	1
83	83	1/8	1/8	3/4	1	1	#viio43/iii	Ab	I		#viio43/iii		#vii	o	43		iii		o7	0	0	3, 0, 9, 6		9	3
83	83	1/4	1/4	3/4	1	1	iii6	Ab	I		iii6		iii		6				m	0	0	1, 5, 4		4	1
83	83	1/2	1/2	3/4	1	1	V65/vi	Ab	I		V65/vi		V		65		vi		Mm7	0	0	8, 5, 2, 4		4	8
83	83	5/8	5/8	3/4	1	1	#viio65/#iv	Ab	I		#viio65/#iv		#vii	o	65		#iv		o7	0	0	8, 5, 2, 11		11	8
84	84	0	0	3/4	1	1	.III.ii6	Ab	III		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
84	84	1/8	1/8	3/4	1	1	#viio43/ii	Ab	III		#viio43/ii		#vii	o	43		ii		o7	0	0	1, -2, 7, 4		7	1
84	84	1/4	1/4	3/4	1	1	II6	Ab	III		II6		II		6				M	0	0	6, 3, 2		2	6
84	84	1/2	1/2	3/4	1	1	.Ger6/vi	Ab	III		Ger6/vi	Ger	vii	o	65	b3	V/vi		M	0	0	-1, 3, 0, 9		9	-1
84	84	5/8	5/8	3/4	1	1	.Fr6/vi	Ab	III		Fr6/vi	Fr	V		7	b5	V/vi		M	0	0	5, 9, -1, 3		5	5
85	85	0	0	3/4	1	1	V/vi	Ab	III		V/vi		V				vi		M	0	0	4, 8, 5		4	4
85	85	1/8	1/8	3/4	1	1	V7/ii	Ab	III		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
85	85	1/4	1/4	3/4	1	1	.Fr6/iii	Ab	III		Fr6/iii	Fr	V		7	b5	V/iii		M	0	0	6, 10, 0, 4		6	6
85	85	1/2	1/2	3/4	1	1	viio7	Ab	III		viio7		vii	o	7				o7	0	0	5, 2, -1, -4		5	5
85	85	5/8	5/8	3/4	1	1	V65	Ab	III		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
86	86	0	0	3/4	1	1	I	Ab	III		I		I						M	0	0	0, 4, 1		0	0
86	86	1/8	1/8	3/4	1	1	V7/bVII	Ab	III		V7/bVII		V		7		bVII		Mm7	0	0	-1, 3, 0, -3		-1	-1
86	86	1/4	1/4	3/4	1	1	V65/V	Ab	III		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
86	86	1/2	1/2	3/4	1	1	#viio65/iv	Ab	III		#viio65/iv		#vii	o	65		iv		o7	0	0	1, -2, -5, 4		4	1
87	87	0	0	3/4	1	1	.I.I+	Ab	I		I+		I	+					+	0	0	0, 4, 8		0	0
87	87	1/8	1/8	3/4	1	1	V7/bVII	Ab	I		V7/bVII		V		7		bVII		Mm7	0	0	-1, 3, 0, -3		-1	-1
87	87	1/4	1/4	3/4	1	1	V65/V	Ab	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
87	87	1/2	1/2	3/4	1	1	viio65/IV	Ab	I		viio65/IV		vii	o	65		IV		o7	0	0	1, -2, -5, 4		4	1
88	88	0	0	3/4	1	1	.bVI	Ab	I		bVI		bVI						M	0	0	-4, 0, -3		-4	-4
88	88	1/8	1/8	3/4	1	1	.Ger6/i	Ab	I		Ger6/i	Ger	vii	o	65	b3	V/i		M	0	0	-4, 0, -3, 6		6	-4
88	88	1/4	1/4	3/4	1	1	I64	Ab	I		I64		I		64				M	0	0	1, 0, 4		0	1
88	88	1/2	1/2	3/4	1	1	V7	Ab	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
89	89	0	0	3/4	1	1	I[I\\	Ab	I	I	I		I					\\	M	0	0	0, 4, 1		0	0
89	89	1/4	1/4	3/4	1	1	V7/IV	Ab	I	I	V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
90	90	0	0	3/4	1	1	IV(9)	Ab	I	I	IV(9)		IV			9			M	0	0	-1, 3, 0	1	-1	-1
90	90	1/4	1/4	3/4	1	1	IV	Ab	I	I	IV		IV						M	0	0	-1, 3, 0		-1	-1
91	91	0	0	3/4	1	1	V/vi	Ab	I	I	V/vi		V				vi		M	0	0	4, 8, 5		4	4
92	92	0	0	3/4	1	1	V7	Ab	I	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
92	92	1/4	1/4	3/4	1	1	V7(9)	Ab	I	I	V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
92	92	3/8	3/8	3/4	1	1	V7	Ab	I	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
93	93	0	0	3/4	1	1	I	Ab	I	I	I		I						M	0	0	0, 4, 1		0	0
93	93	1/4	1/4	3/4	1	1	V7/IV	Ab	I	I	V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
94	94	0	0	3/4	1	1	iv(9)	Ab	I	I	iv(9)		iv			9			m	0	0	-1, -4, 0	1	-1	-1
94	94	1/4	1/4	3/4	1	1	ii%7	Ab	I	I	ii%7		ii	%	7				%7	0	0	2, -1, -4, 0		2	2
95	95	0	0	3/4	1	1	i]	Ab	I	I	i		i						m	0	0	0, -3, 1		0	0
96	96	0	0	3/4	1	1	V(b6)	Ab	I		V(b6)		V			b6			M	0	0	1, 5, -3		1	1
96	96	1/8	1/8	3/4	1	1	V	Ab	I		V		V						M	0	0	1, 5, 2		1	1
96	96	1/4	1/4	3/4	1	1	V7(b9)	Ab	I		V7(b9)		V		7	b9			Mm7	0	0	1, 5, 2, -1	-4	1	1
96	96	3/8	3/8	3/4	1	1	V7	Ab	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
97	97	0	0	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
98	98	0	0	3/4	1	1	V(6)	Ab	I		V(6)		V			6			M	0	0	1, 5, 4		1	1
98	98	1/8	1/8	3/4	1	1	V	Ab	I		V		V						M	0	0	1, 5, 2		1	1
98	98	1/4	1/4	3/4	1	1	V7(9)	Ab	I		V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
98	98	3/8	3/8	3/4	1	1	V7	Ab	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
99	99	0	0	3/4	1	1	V64/iii	Ab	I		V64/iii		V		64		iii		M	0	0	6, 5, 9		5	6
100	100	0	0	3/4	1	1	viio43	Ab	I		viio43		vii	o	43				o7	0	0	-1, -4, 5, 2		5	-1
100	100	1/4	1/4	3/4	1	1	iio	Ab	I		iio		ii	o					o	0	0	2, -1, -4		2	2
100	100	3/8	3/8	3/4	1	1	V43	Ab	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
100	100	1/2	1/2	3/4	1	1	V7	Ab	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
101	101	0	0	3/4	1	1	I(974)	Ab	I		I(974)		I			974			M	0	0	0, -1, 1	2, 5	0	0
101	101	1/4	1/4	3/4	1	1	I(#4)	Ab	I		I(#4)		I			#4			M	0	0	0, 4, 6		0	0
101	101	3/8	3/8	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
101	101	1/2	1/2	3/4	1	1	I64	Ab	I		I64		I		64				M	0	0	1, 0, 4		0	1
103	103	0	0	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
104	104	1/2	1/2	3/4	1	1	#viio2/iii	Ab	I		#viio2/iii		#vii	o	2		iii		o7	0	0	0, 9, 6, 3		9	0
105	105	0	0	3/4	1	1	I(6)	Ab	I		I(6)		I			6			M	0	0	0, 4, 3		0	0
105	105	1/4	1/4	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
105	105	1/2	1/2	3/4	1	1	@none	Ab	I		@none		@none						m	0	0				
107	107	1/2	1/2	3/4	1	1	IV6	Ab	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
107	107	5/8	5/8	3/4	1	1	iv6	Ab	I		iv6		iv		6				m	0	0	-4, 0, -1		-1	-4
108	108	0	0	3/4	1	1	I\\	Ab	I		I		I					\\	M	0	0	0, 4, 1		0	0
109	109	0	0	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
109	109	1/4	1/4	3/4	1	1	@none	Ab	I		@none		@none						m	0	0				
110	110	0	0	3/4	1	1	I	Ab	I		I		I						M	0	0	0, 4, 1		0	0
